Translated Question:  Apa teks dari UU No. 11 Tahun 2010 versi 24 November 2010 Pasal 34 Ayat 2?
Question:  Apa teks dari UU No. 11 Tahun 2010 versi 24 November 2010 Pasal 34 Ayat 2?
{'chat_history': [HumanMessage(content='Apa teks dari UU No. 11 Tahun 2010 versi 24 November 2010 Pasal 34 Ayat 2?', additional_kwargs={}, response_metadata={})], 'input': 'Apa teks dari UU No. 11 Tahun 2010 versi 24 November 2010 Pasal 34 Ayat 2?'}
Entities:  ['UU No. 11 Tahun 2010', 'Pasal 34 Ayat 2', 'versi 24 November 2010']
Retrieved Resources:                                                                            uri                                                        label
0                                       https://example.org/lex2kg/uu/2010/11                                          UU tahun 2010 no 11
1                              https://example.org/lex2kg/uu/2010/11/bab/0011                                   UU tahun 2010 no 11 bab 11
2             https://example.org/lex2kg/uu/2010/11/pasal/0011/versi/20101124          UU tahun 2010 no 11 pasal 11 versi 24 November 2010
3                            https://example.org/lex2kg/uu/2010/11/pasal/0011                                 UU tahun 2010 no 11 pasal 11
4  https://example.org/lex2kg/uu/2010/11/pasal/0001/versi/20101124/huruf/0011  UU tahun 2010 no 11 pasal 1 versi 24 November 2010 huruf 11
Entity URI:  https://example.org/lex2kg/uu/2010/11



po:                                                         p                                                      o               sLabel            pLabel                           oLabel
123            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0102  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 102
124            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0103  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 103
125            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0104  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 104
126            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0105  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 105
127            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0106  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 106
128            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0107  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 107
129            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0108  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 108
130            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0109  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 109
131            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0110  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 110
132            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0111  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 111
133            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0112  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 112
134            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0113  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 113
135            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0114  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 114
136            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0115  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 115
137            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0116  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 116
138            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0117  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 117
139            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0118  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 118
140            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0119  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 119
141            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2010/11/pasal/0120  UU tahun 2010 no 11             pasal    UU tahun 2010 no 11 pasal 120
142            https://example.org/lex2kg/ontology/tahun                                                   2010  UU tahun 2010 no 11             tahun                       tahun 2010
143          https://example.org/lex2kg/ontology/tentang                                           CAGAR BUDAYA  UU tahun 2010 no 11           tentang                     cagar budaya
144       https://example.org/lex2kg/ontology/yurisdiksi                                              Indonesia  UU tahun 2010 no 11        yurisdiksi                        indonesia
sp:  Empty DataFrame
Columns: [s, p, sLabel, pLabel, oLabel]
Index: []



cands:  ['bab dari UU tahun 2010 no 11 adalah UU tahun 2010 no 11 bab 1', 'bahasa dari UU tahun 2010 no 11 adalah id', 'UU tahun 2010 no 11 disahkan di Jakarta', 'UU tahun 2010 no 11 disahkan oleh DR. H. Susilo Bambang Yudhoyono', 'UU tahun 2010 no 11 disahkan pada 2010-11-24', 'jabatan pengesah dari UU tahun 2010 no 11 adalah Presiden Republik Indonesia', 'jenis peraturan dari UU tahun 2010 no 11 adalah ontology jenis peraturan uu', 'Yang mengingat UU tahun 2010 no 11 mengingat adalah UU tahun 2010 no 11', 'Yang menimbang UU tahun 2010 no 11 menimbang adalah UU tahun 2010 no 11', 'nomor dari UU tahun 2010 no 11 adalah 11', 'pasal dari UU tahun 2010 no 11 adalah UU tahun 2010 no 11 pasal 1', 'tahun dari UU tahun 2010 no 11 adalah 2010', 'tentang dari UU tahun 2010 no 11 adalah  CAGAR BUDAYA', 'yurisdiksi dari UU tahun 2010 no 11 adalah Indonesia']
