Translated Question:  Apa isi teks dari UU No. 17 Tahun 2012 versi 29 Oktober 2012 Pasal 87 Ayat 1?
Question:  Apa isi teks dari UU No. 17 Tahun 2012 versi 29 Oktober 2012 Pasal 87 Ayat 1?
{'chat_history': [HumanMessage(content='Apa isi teks dari UU No. 17 Tahun 2012 versi 29 Oktober 2012 Pasal 87 Ayat 1?', additional_kwargs={}, response_metadata={})], 'input': 'Apa isi teks dari UU No. 17 Tahun 2012 versi 29 Oktober 2012 Pasal 87 Ayat 1?'}
Entities:  ['UU No. 17 Tahun 2012', 'Pasal 87 Ayat 1', 'versi 29 Oktober 2012']
Retrieved Resources:                                                                           uri                                                      label
0                                      https://example.org/lex2kg/uu/2012/17                                        UU tahun 2012 no 17
1                           https://example.org/lex2kg/uu/2012/17/pasal/0017                               UU tahun 2012 no 17 pasal 17
2                             https://example.org/lex2kg/uu/2012/17/bab/0017                                 UU tahun 2012 no 17 bab 17
3            https://example.org/lex2kg/uu/2012/17/pasal/0017/versi/20121029         UU tahun 2012 no 17 pasal 17 versi 29 Oktober 2012
4  https://example.org/lex2kg/uu/2012/17/pasal/0017/versi/20121029/ayat/0001  UU tahun 2012 no 17 pasal 17 versi 29 Oktober 2012 ayat 1
Entity URI:  https://example.org/lex2kg/uu/2012/17



po:                                                         p                                                      o               sLabel            pLabel                           oLabel
11               https://example.org/lex2kg/ontology/bab         https://example.org/lex2kg/uu/2012/17/bab/0012  UU tahun 2012 no 17               bab       UU tahun 2012 no 17 bab 12
12               https://example.org/lex2kg/ontology/bab         https://example.org/lex2kg/uu/2012/17/bab/0013  UU tahun 2012 no 17               bab       UU tahun 2012 no 17 bab 13
13               https://example.org/lex2kg/ontology/bab         https://example.org/lex2kg/uu/2012/17/bab/0014  UU tahun 2012 no 17               bab       UU tahun 2012 no 17 bab 14
14               https://example.org/lex2kg/ontology/bab         https://example.org/lex2kg/uu/2012/17/bab/0015  UU tahun 2012 no 17               bab       UU tahun 2012 no 17 bab 15
15               https://example.org/lex2kg/ontology/bab         https://example.org/lex2kg/uu/2012/17/bab/0016  UU tahun 2012 no 17               bab       UU tahun 2012 no 17 bab 16
16               https://example.org/lex2kg/ontology/bab         https://example.org/lex2kg/uu/2012/17/bab/0017  UU tahun 2012 no 17               bab       UU tahun 2012 no 17 bab 17
17            https://example.org/lex2kg/ontology/bahasa                                                     id  UU tahun 2012 no 17            bahasa                               id
18        https://example.org/lex2kg/ontology/disahkanDi                                                Jakarta  UU tahun 2012 no 17       disahkan di                          jakarta
19      https://example.org/lex2kg/ontology/disahkanOleh                        DR. H. Susilo Bambang Yudhoyono  UU tahun 2012 no 17     disahkan oleh  dr. h. susilo bambang yudhoyono
20      https://example.org/lex2kg/ontology/disahkanPada                                             2012-10-29  UU tahun 2012 no 17     disahkan pada                       2012-10-29
21   https://example.org/lex2kg/ontology/jabatanPengesah                            Presiden Republik Indonesia  UU tahun 2012 no 17  jabatan pengesah      presiden republik indonesia
22    https://example.org/lex2kg/ontology/jenisPeraturan  https://example.org/lex2kg/ontology/jenisPeraturan/UU  UU tahun 2012 no 17   jenis peraturan      ontology jenis peraturan uu
23         https://example.org/lex2kg/ontology/mengingat        https://example.org/lex2kg/uu/2012/17/mengingat  UU tahun 2012 no 17         mengingat    UU tahun 2012 no 17 mengingat
24         https://example.org/lex2kg/ontology/menimbang        https://example.org/lex2kg/uu/2012/17/menimbang  UU tahun 2012 no 17         menimbang    UU tahun 2012 no 17 menimbang
25             https://example.org/lex2kg/ontology/nomor                                                     17  UU tahun 2012 no 17             nomor                            no 17
26             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0001  UU tahun 2012 no 17             pasal      UU tahun 2012 no 17 pasal 1
27             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0002  UU tahun 2012 no 17             pasal      UU tahun 2012 no 17 pasal 2
28             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0003  UU tahun 2012 no 17             pasal      UU tahun 2012 no 17 pasal 3
29             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0004  UU tahun 2012 no 17             pasal      UU tahun 2012 no 17 pasal 4
30             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0005  UU tahun 2012 no 17             pasal      UU tahun 2012 no 17 pasal 5
31             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0006  UU tahun 2012 no 17             pasal      UU tahun 2012 no 17 pasal 6
32             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0007  UU tahun 2012 no 17             pasal      UU tahun 2012 no 17 pasal 7
33             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0008  UU tahun 2012 no 17             pasal      UU tahun 2012 no 17 pasal 8
34             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0009  UU tahun 2012 no 17             pasal      UU tahun 2012 no 17 pasal 9
35             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0010  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 10
36             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0011  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 11
37             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0012  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 12
38             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0013  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 13
39             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0014  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 14
40             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0015  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 15
41             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0016  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 16
42             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0017  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 17
43             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0018  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 18
44             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0019  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 19
45             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0020  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 20
46             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0021  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 21
47             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0022  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 22
48             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0023  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 23
49             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0024  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 24
50             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0025  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 25
51             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0026  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 26
52             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0027  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 27
53             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0028  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 28
54             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0029  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 29
55             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0030  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 30
56             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0031  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 31
57             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0032  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 32
58             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0033  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 33
59             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0034  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 34
60             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0035  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 35
61             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0036  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 36
62             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0037  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 37
63             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0038  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 38
64             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0039  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 39
65             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0040  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 40
66             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0041  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 41
67             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0042  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 42
68             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0043  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 43
69             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0044  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 44
70             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0045  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 45
71             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0046  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 46
72             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0047  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 47
73             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0048  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 48
74             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0049  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 49
75             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0050  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 50
76             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0051  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 51
77             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0052  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 52
78             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0053  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 53
79             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0054  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 54
80             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0055  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 55
81             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0056  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 56
82             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0057  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 57
83             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0058  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 58
84             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0059  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 59
85             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0060  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 60
86             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0061  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 61
87             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0062  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 62
88             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0063  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 63
89             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0064  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 64
90             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0065  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 65
91             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0066  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 66
92             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0067  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 67
93             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0068  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 68
94             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0069  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 69
95             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0070  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 70
96             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0071  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 71
97             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0072  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 72
98             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0073  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 73
99             https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0074  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 74
100            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0075  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 75
101            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0076  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 76
102            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0077  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 77
103            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0078  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 78
104            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0079  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 79
105            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0080  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 80
106            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0081  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 81
107            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0082  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 82
108            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0083  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 83
109            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0084  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 84
110            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0085  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 85
111            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0086  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 86
112            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0087  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 87
113            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0088  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 88
114            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0089  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 89
115            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0090  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 90
116            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0091  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 91
117            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0092  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 92
118            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0093  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 93
119            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0094  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 94
120            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0095  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 95
121            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0096  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 96
122            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0097  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 97
123            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0098  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 98
124            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0099  UU tahun 2012 no 17             pasal     UU tahun 2012 no 17 pasal 99
125            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0100  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 100
126            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0101  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 101
127            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0102  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 102
128            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0103  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 103
129            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0104  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 104
130            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0105  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 105
131            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0106  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 106
132            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0107  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 107
133            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0108  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 108
134            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0109  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 109
135            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0110  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 110
136            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0111  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 111
137            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0112  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 112
138            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0113  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 113
139            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0114  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 114
140            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0115  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 115
141            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0116  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 116
142            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0117  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 117
143            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0118  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 118
144            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0119  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 119
145            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0120  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 120
146            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0121  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 121
147            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0122  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 122
148            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0123  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 123
149            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0124  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 124
150            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2012/17/pasal/0125  UU tahun 2012 no 17             pasal    UU tahun 2012 no 17 pasal 125
