Translated Question:  Undang-undang apa saja yang merujuk pada Undang-Undang No. 31 Tahun 2007 Pasal 2?
Question:  Undang-undang apa saja yang merujuk pada Undang-Undang No. 31 Tahun 2007 Pasal 2?
{'chat_history': [HumanMessage(content='Undang-undang apa saja yang merujuk pada Undang-Undang No. 31 Tahun 2007 Pasal 2?', additional_kwargs={}, response_metadata={})], 'input': 'Undang-undang apa saja yang merujuk pada Undang-Undang No. 31 Tahun 2007 Pasal 2?'}
Entities:  ['Undang-Undang No. 31 Tahun 2007', 'Pasal 2']
Retrieved Resources:                                                  uri                          label
0             https://example.org/lex2kg/uu/2007/31            UU tahun 2007 no 31
1         https://example.org/lex2kg/uu/2007/31/bab        UU tahun 2007 no 31 bab
2   https://example.org/lex2kg/uu/2007/31/mengingat  UU tahun 2007 no 31 mengingat
3    https://example.org/lex2kg/uu/2007/31/bab/0001      UU tahun 2007 no 31 bab 1
4  https://example.org/lex2kg/uu/2007/31/pasal/0001    UU tahun 2007 no 31 pasal 1
Retrieved entities:                                               uri                         label
           https://example.org/lex2kg/uu/2007/31           UU tahun 2007 no 31
       https://example.org/lex2kg/uu/2007/31/bab       UU tahun 2007 no 31 bab
 https://example.org/lex2kg/uu/2007/31/mengingat UU tahun 2007 no 31 mengingat
  https://example.org/lex2kg/uu/2007/31/bab/0001     UU tahun 2007 no 31 bab 1
https://example.org/lex2kg/uu/2007/31/pasal/0001   UU tahun 2007 no 31 pasal 1
Entity:  Undang-Undang No. 31 Tahun 2007
Question:  Undang-Undang No. 31 Tahun 2007
{'chat_history': [HumanMessage(content='Undang-Undang No. 31 Tahun 2007', additional_kwargs={}, response_metadata={})], 'input': 'Undang-Undang No. 31 Tahun 2007'}
Resource:  uri='https://example.org/lex2kg/uu/2007/31'
Entity URI:  https://example.org/lex2kg/uu/2007/31



po:                                                        p                                                      o               sLabel            pLabel                                     oLabel
15            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2007/31/pasal/0010  UU tahun 2007 no 31             pasal               UU tahun 2007 no 31 pasal 10
16            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2007/31/pasal/0009  UU tahun 2007 no 31             pasal                UU tahun 2007 no 31 pasal 9
17            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2007/31/pasal/0008  UU tahun 2007 no 31             pasal                UU tahun 2007 no 31 pasal 8
18            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2007/31/pasal/0007  UU tahun 2007 no 31             pasal                UU tahun 2007 no 31 pasal 7
19            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2007/31/pasal/0006  UU tahun 2007 no 31             pasal                UU tahun 2007 no 31 pasal 6
20            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2007/31/pasal/0005  UU tahun 2007 no 31             pasal                UU tahun 2007 no 31 pasal 5
21            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2007/31/pasal/0004  UU tahun 2007 no 31             pasal                UU tahun 2007 no 31 pasal 4
22            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2007/31/pasal/0003  UU tahun 2007 no 31             pasal                UU tahun 2007 no 31 pasal 3
23            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2007/31/pasal/0002  UU tahun 2007 no 31             pasal                UU tahun 2007 no 31 pasal 2
24            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/2007/31/pasal/0001  UU tahun 2007 no 31             pasal                UU tahun 2007 no 31 pasal 1
25            https://example.org/lex2kg/ontology/nomor                                                     31  UU tahun 2007 no 31             nomor                                      no 31
26        https://example.org/lex2kg/ontology/menimbang        https://example.org/lex2kg/uu/2007/31/menimbang  UU tahun 2007 no 31         menimbang              UU tahun 2007 no 31 menimbang
27        https://example.org/lex2kg/ontology/mengingat        https://example.org/lex2kg/uu/2007/31/mengingat  UU tahun 2007 no 31         mengingat              UU tahun 2007 no 31 mengingat
28   https://example.org/lex2kg/ontology/jenisPeraturan  https://example.org/lex2kg/ontology/jenisPeraturan/UU  UU tahun 2007 no 31   jenis peraturan                ontology jenis peraturan uu
29  https://example.org/lex2kg/ontology/jabatanPengesah                           PRESIDEN REPUBLIK INDONESIA,  UU tahun 2007 no 31  jabatan pengesah               presiden republik indonesia,
30     https://example.org/lex2kg/ontology/disahkanPada                                             2007-08-10  UU tahun 2007 no 31     disahkan pada                                 2007-08-10
31     https://example.org/lex2kg/ontology/disahkanOleh                                 Diundangkan di Jakarta  UU tahun 2007 no 31     disahkan oleh                     diundangkan di jakarta
32       https://example.org/lex2kg/ontology/disahkanDi                                                Jakarta  UU tahun 2007 no 31       disahkan di                                    jakarta
33        https://example.org/lex2kg/ontology/daftarBab              https://example.org/lex2kg/uu/2007/31/bab  UU tahun 2007 no 31        daftar bab                    UU tahun 2007 no 31 bab
34           https://example.org/lex2kg/ontology/bahasa                                                     id  UU tahun 2007 no 31            bahasa                                         id
sp:                                                     s                                               p                        sLabel       pLabel               oLabel
0   https://example.org/lex2kg/uu/2007/31/pasal/0022  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 22  bagian dari  UU tahun 2007 no 31
1   https://example.org/lex2kg/uu/2007/31/pasal/0021  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 21  bagian dari  UU tahun 2007 no 31
2   https://example.org/lex2kg/uu/2007/31/pasal/0020  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 20  bagian dari  UU tahun 2007 no 31
3   https://example.org/lex2kg/uu/2007/31/pasal/0019  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 19  bagian dari  UU tahun 2007 no 31
4   https://example.org/lex2kg/uu/2007/31/pasal/0018  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 18  bagian dari  UU tahun 2007 no 31
5   https://example.org/lex2kg/uu/2007/31/pasal/0017  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 17  bagian dari  UU tahun 2007 no 31
6   https://example.org/lex2kg/uu/2007/31/pasal/0016  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 16  bagian dari  UU tahun 2007 no 31
7   https://example.org/lex2kg/uu/2007/31/pasal/0015  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 15  bagian dari  UU tahun 2007 no 31
8   https://example.org/lex2kg/uu/2007/31/pasal/0014  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 14  bagian dari  UU tahun 2007 no 31
9   https://example.org/lex2kg/uu/2007/31/pasal/0013  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 13  bagian dari  UU tahun 2007 no 31
10  https://example.org/lex2kg/uu/2007/31/pasal/0012  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 12  bagian dari  UU tahun 2007 no 31
11  https://example.org/lex2kg/uu/2007/31/pasal/0011  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 11  bagian dari  UU tahun 2007 no 31
12  https://example.org/lex2kg/uu/2007/31/pasal/0010  https://example.org/lex2kg/ontology/bagianDari  UU tahun 2007 no 31 pasal 10  bagian dari  UU tahun 2007 no 31
13  https://example.org/lex2kg/uu/2007/31/pasal/0009  https://example.org/lex2kg/ontology/bagianDari   UU tahun 2007 no 31 pasal 9  bagian dari  UU tahun 2007 no 31
14  https://example.org/lex2kg/uu/2007/31/pasal/0008  https://example.org/lex2kg/ontology/bagianDari   UU tahun 2007 no 31 pasal 8  bagian dari  UU tahun 2007 no 31
15  https://example.org/lex2kg/uu/2007/31/pasal/0007  https://example.org/lex2kg/ontology/bagianDari   UU tahun 2007 no 31 pasal 7  bagian dari  UU tahun 2007 no 31
16  https://example.org/lex2kg/uu/2007/31/pasal/0006  https://example.org/lex2kg/ontology/bagianDari   UU tahun 2007 no 31 pasal 6  bagian dari  UU tahun 2007 no 31
17  https://example.org/lex2kg/uu/2007/31/pasal/0005  https://example.org/lex2kg/ontology/bagianDari   UU tahun 2007 no 31 pasal 5  bagian dari  UU tahun 2007 no 31
18  https://example.org/lex2kg/uu/2007/31/pasal/0004  https://example.org/lex2kg/ontology/bagianDari   UU tahun 2007 no 31 pasal 4  bagian dari  UU tahun 2007 no 31
19  https://example.org/lex2kg/uu/2007/31/pasal/0003  https://example.org/lex2kg/ontology/bagianDari   UU tahun 2007 no 31 pasal 3  bagian dari  UU tahun 2007 no 31
20  https://example.org/lex2kg/uu/2007/31/pasal/0002  https://example.org/lex2kg/ontology/bagianDari   UU tahun 2007 no 31 pasal 2  bagian dari  UU tahun 2007 no 31
21  https://example.org/lex2kg/uu/2007/31/pasal/0001  https://example.org/lex2kg/ontology/bagianDari   UU tahun 2007 no 31 pasal 1  bagian dari  UU tahun 2007 no 31
22         https://example.org/lex2kg/uu/2007/31/bab  https://example.org/lex2kg/ontology/bagianDari       UU tahun 2007 no 31 bab  bagian dari  UU tahun 2007 no 31



cands:  ['yurisdiksi dari UU tahun 2007 no 31 adalah Indonesia', 'tentang dari UU tahun 2007 no 31 adalah  PEMBENTUKAN KOTA TUAL DI PROVINSI MALUKU', 'tahun dari UU tahun 2007 no 31 adalah 2007', 'pasal dari UU tahun 2007 no 31 adalah UU tahun 2007 no 31 pasal 22', 'nomor dari UU tahun 2007 no 31 adalah 31', 'menimbang dari UU tahun 2007 no 31 adalah UU tahun 2007 no 31 menimbang', 'mengingat dari UU tahun 2007 no 31 adalah UU tahun 2007 no 31 mengingat', 'jenis peraturan dari UU tahun 2007 no 31 adalah ontology jenis peraturan uu', 'jabatan pengesah dari UU tahun 2007 no 31 adalah PRESIDEN REPUBLIK INDONESIA,', 'disahkan pada dari UU tahun 2007 no 31 adalah 2007-08-10', 'disahkan oleh dari UU tahun 2007 no 31 adalah Diundangkan di Jakarta', 'disahkan di dari UU tahun 2007 no 31 adalah Jakarta', 'daftar bab dari UU tahun 2007 no 31 adalah UU tahun 2007 no 31 bab', 'bahasa dari UU tahun 2007 no 31 adalah id', 'UU tahun 2007 no 31 pasal 22 merupakan bagian dari UU tahun 2007 no 31']
Result:  [{'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0022'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0021'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0020'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0019'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0018'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0017'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0016'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0015'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0014'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0013'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0012'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0011'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0010'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0009'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0008'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0007'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0006'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0005'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0004'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0003'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0002'}, {'pasal': 'https://example.org/lex2kg/uu/2007/31/pasal/0001'}] Similarities:  0.6545713
