Translated Question:  Undang-undang apa saja yang disahkan pada 29 Mei 1997?
Question:  Undang-undang apa saja yang disahkan pada 29 Mei 1997?
{'chat_history': [HumanMessage(content='Undang-undang apa saja yang disahkan pada 29 Mei 1997?', additional_kwargs={}, response_metadata={})], 'input': 'Undang-undang apa saja yang disahkan pada 29 Mei 1997?'}
Entities:  ['Undang-undang', '29 Mei 1997']
Retrieved Resources:                                       uri                label
0   https://example.org/lex2kg/uu/2011/1   UU tahun 2011 no 1
1   https://example.org/lex2kg/uu/2009/1   UU tahun 2009 no 1
2  https://example.org/lex2kg/uu/2011/24  UU tahun 2011 no 24
3   https://example.org/lex2kg/uu/2013/1   UU tahun 2013 no 1
4   https://example.org/lex2kg/uu/2012/1   UU tahun 2012 no 1
Retrieved entities:                                    uri               label
 https://example.org/lex2kg/uu/2011/1  UU tahun 2011 no 1
 https://example.org/lex2kg/uu/2009/1  UU tahun 2009 no 1
https://example.org/lex2kg/uu/2011/24 UU tahun 2011 no 24
 https://example.org/lex2kg/uu/2013/1  UU tahun 2013 no 1
 https://example.org/lex2kg/uu/2012/1  UU tahun 2012 no 1
Entity:  Undang-undang
Question:  Undang-undang
{'chat_history': [HumanMessage(content='Undang-undang', additional_kwargs={}, response_metadata={})], 'input': 'Undang-undang'}
Resource:  uri='https://example.org/lex2kg/uu/1997/29'
Entity URI:  https://example.org/lex2kg/uu/1997/29



po:                                                        p                                                      o               sLabel            pLabel                                            oLabel
10            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/1997/29/pasal/0011  UU tahun 1997 no 29             pasal                      UU tahun 1997 no 29 pasal 11
11            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/1997/29/pasal/0010  UU tahun 1997 no 29             pasal                      UU tahun 1997 no 29 pasal 10
12            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/1997/29/pasal/0009  UU tahun 1997 no 29             pasal                       UU tahun 1997 no 29 pasal 9
13            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/1997/29/pasal/0008  UU tahun 1997 no 29             pasal                       UU tahun 1997 no 29 pasal 8
14            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/1997/29/pasal/0007  UU tahun 1997 no 29             pasal                       UU tahun 1997 no 29 pasal 7
15            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/1997/29/pasal/0006  UU tahun 1997 no 29             pasal                       UU tahun 1997 no 29 pasal 6
16            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/1997/29/pasal/0005  UU tahun 1997 no 29             pasal                       UU tahun 1997 no 29 pasal 5
17            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/1997/29/pasal/0004  UU tahun 1997 no 29             pasal                       UU tahun 1997 no 29 pasal 4
18            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/1997/29/pasal/0003  UU tahun 1997 no 29             pasal                       UU tahun 1997 no 29 pasal 3
19            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/1997/29/pasal/0002  UU tahun 1997 no 29             pasal                       UU tahun 1997 no 29 pasal 2
20            https://example.org/lex2kg/ontology/pasal       https://example.org/lex2kg/uu/1997/29/pasal/0001  UU tahun 1997 no 29             pasal                       UU tahun 1997 no 29 pasal 1
21            https://example.org/lex2kg/ontology/nomor                                                     29  UU tahun 1997 no 29             nomor                                             no 29
22        https://example.org/lex2kg/ontology/menimbang        https://example.org/lex2kg/uu/1997/29/menimbang  UU tahun 1997 no 29         menimbang                     UU tahun 1997 no 29 menimbang
23        https://example.org/lex2kg/ontology/mengingat        https://example.org/lex2kg/uu/1997/29/mengingat  UU tahun 1997 no 29         mengingat                     UU tahun 1997 no 29 mengingat
24   https://example.org/lex2kg/ontology/jenisPeraturan  https://example.org/lex2kg/ontology/jenisPeraturan/UU  UU tahun 1997 no 29   jenis peraturan                       ontology jenis peraturan uu
25  https://example.org/lex2kg/ontology/jabatanPengesah                           PRESIDEN REPUBLIK INDONESIA,  UU tahun 1997 no 29  jabatan pengesah                      presiden republik indonesia,
26     https://example.org/lex2kg/ontology/disahkanPada                                             1997-10-08  UU tahun 1997 no 29     disahkan pada                                        1997-10-08
27     https://example.org/lex2kg/ontology/disahkanOleh                                               SOEHARTO  UU tahun 1997 no 29     disahkan oleh                                          soeharto
28       https://example.org/lex2kg/ontology/disahkanDi                                                Jakarta  UU tahun 1997 no 29       disahkan di                                           jakarta
29        https://example.org/lex2kg/ontology/daftarBab              https://example.org/lex2kg/uu/1997/29/bab  UU tahun 1997 no 29        daftar bab                           UU tahun 1997 no 29 bab
30           https://example.org/lex2kg/ontology/bahasa                                                     id  UU tahun 1997 no 29            bahasa                                                id
sp:                                                                                    s                                               p                                                           sLabel       pLabel               oLabel
0   https://example.org/lex2kg/uu/2012/20/pasal/0001/versi/20121116/huruf/0005/text     https://example.org/lex2kg/ontology/merujuk  UU tahun 2012 no 20 pasal 1 versi 16 November 2012 huruf 5 text      merujuk  UU tahun 1997 no 29
1                              https://example.org/lex2kg/uu/2012/20/mengingat/text     https://example.org/lex2kg/ontology/merujuk                               UU tahun 2012 no 20 mengingat text      merujuk  UU tahun 1997 no 29
2                                  https://example.org/lex2kg/uu/1997/29/pasal/0018  https://example.org/lex2kg/ontology/bagianDari                                     UU tahun 1997 no 29 pasal 18  bagian dari  UU tahun 1997 no 29
3                                  https://example.org/lex2kg/uu/1997/29/pasal/0017  https://example.org/lex2kg/ontology/bagianDari                                     UU tahun 1997 no 29 pasal 17  bagian dari  UU tahun 1997 no 29
4                                  https://example.org/lex2kg/uu/1997/29/pasal/0016  https://example.org/lex2kg/ontology/bagianDari                                     UU tahun 1997 no 29 pasal 16  bagian dari  UU tahun 1997 no 29
5                                  https://example.org/lex2kg/uu/1997/29/pasal/0015  https://example.org/lex2kg/ontology/bagianDari                                     UU tahun 1997 no 29 pasal 15  bagian dari  UU tahun 1997 no 29
6                                  https://example.org/lex2kg/uu/1997/29/pasal/0014  https://example.org/lex2kg/ontology/bagianDari                                     UU tahun 1997 no 29 pasal 14  bagian dari  UU tahun 1997 no 29
7                                  https://example.org/lex2kg/uu/1997/29/pasal/0013  https://example.org/lex2kg/ontology/bagianDari                                     UU tahun 1997 no 29 pasal 13  bagian dari  UU tahun 1997 no 29
8                                  https://example.org/lex2kg/uu/1997/29/pasal/0012  https://example.org/lex2kg/ontology/bagianDari                                     UU tahun 1997 no 29 pasal 12  bagian dari  UU tahun 1997 no 29
9                                  https://example.org/lex2kg/uu/1997/29/pasal/0011  https://example.org/lex2kg/ontology/bagianDari                                     UU tahun 1997 no 29 pasal 11  bagian dari  UU tahun 1997 no 29
10                                 https://example.org/lex2kg/uu/1997/29/pasal/0010  https://example.org/lex2kg/ontology/bagianDari                                     UU tahun 1997 no 29 pasal 10  bagian dari  UU tahun 1997 no 29
11                                 https://example.org/lex2kg/uu/1997/29/pasal/0009  https://example.org/lex2kg/ontology/bagianDari                                      UU tahun 1997 no 29 pasal 9  bagian dari  UU tahun 1997 no 29
12                                 https://example.org/lex2kg/uu/1997/29/pasal/0008  https://example.org/lex2kg/ontology/bagianDari                                      UU tahun 1997 no 29 pasal 8  bagian dari  UU tahun 1997 no 29
13                                 https://example.org/lex2kg/uu/1997/29/pasal/0007  https://example.org/lex2kg/ontology/bagianDari                                      UU tahun 1997 no 29 pasal 7  bagian dari  UU tahun 1997 no 29
14                                 https://example.org/lex2kg/uu/1997/29/pasal/0006  https://example.org/lex2kg/ontology/bagianDari                                      UU tahun 1997 no 29 pasal 6  bagian dari  UU tahun 1997 no 29
15                                 https://example.org/lex2kg/uu/1997/29/pasal/0005  https://example.org/lex2kg/ontology/bagianDari                                      UU tahun 1997 no 29 pasal 5  bagian dari  UU tahun 1997 no 29
16                                 https://example.org/lex2kg/uu/1997/29/pasal/0004  https://example.org/lex2kg/ontology/bagianDari                                      UU tahun 1997 no 29 pasal 4  bagian dari  UU tahun 1997 no 29
17                                 https://example.org/lex2kg/uu/1997/29/pasal/0003  https://example.org/lex2kg/ontology/bagianDari                                      UU tahun 1997 no 29 pasal 3  bagian dari  UU tahun 1997 no 29
18                                 https://example.org/lex2kg/uu/1997/29/pasal/0002  https://example.org/lex2kg/ontology/bagianDari                                      UU tahun 1997 no 29 pasal 2  bagian dari  UU tahun 1997 no 29
19                                 https://example.org/lex2kg/uu/1997/29/pasal/0001  https://example.org/lex2kg/ontology/bagianDari                                      UU tahun 1997 no 29 pasal 1  bagian dari  UU tahun 1997 no 29
20                                        https://example.org/lex2kg/uu/1997/29/bab  https://example.org/lex2kg/ontology/bagianDari                                          UU tahun 1997 no 29 bab  bagian dari  UU tahun 1997 no 29



cands:  ['yurisdiksi dari UU tahun 1997 no 29 adalah Indonesia', 'tentang dari UU tahun 1997 no 29 adalah  PEMBENTUKAN KOTAMADYA DAERAH TINGKAT II TARAKAN', 'tahun dari UU tahun 1997 no 29 adalah 1997', 'pasal dari UU tahun 1997 no 29 adalah UU tahun 1997 no 29 pasal 18', 'nomor dari UU tahun 1997 no 29 adalah 29', 'menimbang dari UU tahun 1997 no 29 adalah UU tahun 1997 no 29 menimbang', 'mengingat dari UU tahun 1997 no 29 adalah UU tahun 1997 no 29 mengingat', 'jenis peraturan dari UU tahun 1997 no 29 adalah ontology jenis peraturan uu', 'jabatan pengesah dari UU tahun 1997 no 29 adalah PRESIDEN REPUBLIK INDONESIA,', 'disahkan pada dari UU tahun 1997 no 29 adalah 1997-10-08', 'disahkan oleh dari UU tahun 1997 no 29 adalah SOEHARTO', 'disahkan di dari UU tahun 1997 no 29 adalah Jakarta', 'daftar bab dari UU tahun 1997 no 29 adalah UU tahun 1997 no 29 bab', 'bahasa dari UU tahun 1997 no 29 adalah id', 'merujuk dari UU tahun 2012 no 20 pasal 1 versi 16 November 2012 huruf 5 text adalah UU tahun 1997 no 29', 'UU tahun 1997 no 29 pasal 18 merupakan bagian dari UU tahun 1997 no 29']
Result:  [{'disahkan pada': '1997-10-08'}] Similarities:  0.6372475
